ID,text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,neutral
2018-Ar-02866,#مبسوط 😊 وفخور #انا الليلة #شفت نفسي في #التلفزيون 😍 😍 🏃 #بعد-ما-قفلتو 🐸,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-01876,احس اني متنرفزة من شخصية وحدة وجالسة احط حري كلو فيها 🤦 🏻 ‍♀️,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-1146,[ من قال سبحان الله وبحمده في يوم مائة مرة حطت خطاياه وإن كانت مثل زبد البحر ] متفق عليهjva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-04281,من وين ي حسرة 😏 جو زفت و يوم طين,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-03109,أي اقتراح لتظبيط مزاجي قبل صلاة العيد الصبح عشان لو نزلتلهم بالوش ده هيقتلوني وهبقى نكدية ✋ ولا مرحش الصلاة أحسن 🚶,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-03615,حكمة اليوم :\n\nعليك بصحبة الفاسد\n\nعند المصيبه تجده يبحث عن ألف حل 😄\n\nأما العاقل فـ يقول لك\n\nياما نصحتك من قبل ، لكن الحمار حمار,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2018-Ar-01238,بصرف النظر عن الأسباب والعوامل اللي أدت لعدم وجود معارضة، محاسبة المعارضة وتجاهل اللي معاه سلطة مطلقة شبه إلهية هي إفلاس تعريصي مثير للشفقة!,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-01884,مافي شعور يوجع أكثر من الشوق لميت,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-647,@3333_razan أهلاًبك .. تختلف الأسعار على حسب نوع الريش المراد طلبها من قبلكم . . الـ 15 ريشة يعتبر حجم كبير سعره 550… https://t.co/gZU6Wyn8eA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-04296,@MYS_SH0 أفضل متابعين لي ، انتي مو منهم ☹️💔,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-1407,"""سبحان الله وبحمده #ريال_مدريد""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-241,"""@SaLeM_aLMoBaRaK @Amalia_q8 لا الأمم المتحدة، ولا منظمات المجتمع الدولي ولا داعش نفسم قالو بوجود داعش في حلب.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-02424,الله يريح قلبك ويمحي كل شي يضايقك الله يجعل عيونك ما تعرف الزعل و الحزن الله يسعدك سعادة أبديه و يحفظك أحبك 😿 ❤️❤️,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-121,"""بعد رفع إسمه من قوائم الوصول أي دور ينتظر الفريق #أحمد_شفيق ؟#مصر https://t.co/VpEPtu6w6Z""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-1161,كاننن يا ماكاننننن,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-01911,مش #زعلان والله بس حاسس بخيبه #امل من ناس كتير #حواليه 😉 💔 👌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-03665,فالارتداد هو تشويه لسمعة الدين من هذا الغبي الذي لم يعرف عظمة الدين وبنفس الوقت حده تخويف لأمثاله,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-639,قبل كده وبعدما قفلوا النت في البترول كنا نرسل اللنك لسيرفرات برة وهم الله يجزاهم خير يرسلوا الصفحة، ونستمر على كده #تخيل,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-04080,نمله متحنيه وصابغه شعرها لييه معزومه في فرح,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-1143,شاهدوا كيف كانت ردة فعل مستشار خامنئي، علي اكبر ولايتي عندما تحدثت ابنة راغب حرب.. (الفيديو السابق).. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-00623,😄 احب احترم راي الناس واتقبلها بكل سرور,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-02505,شفت فلم رعب بششكل أن شاء الله اقدر انام لأن صراحه أي شي يخوف اذا نمت اشوفه بمنامي بدون ضحك بليز 🌚 🔪,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-03749,تبلد الاحساس اتجاه شخص شي يلوع الجبد ماتدري انت تحبه ولا تكرهه تبيه او تبي تبعده #قلق,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-1136,"""#اليمنية| وزيرا نفط #إيران و #العراق لن يحضرا محادثات #إسطنبولhttps://t.co/uZYzzYj33R https://t.co/FJvjuFGTBA""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-00410,#فرحتي فرحتي وراحة بالي يوم أشوفك مبسوط ومرتاح البال لأن مسكنك بالقلب مافي أحد غيرك ولا رح يجي مكانه حد لأنك ملكته وهو حقك #حبي_لك_هبه 🌹 ❤,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-786,"""بقرادونيان من بيت الوسط:  https://t.co/IWEeMhGt5B""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03652,@M0ed3 الفلبيني توه صاحي من النوم مرتاع ، يمثلني إذا قمت على صراخ أشيل أقرب شي جنبي هههههههههههههههه,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-03527,@FerasQ11 @ELRey_FCB @Nadjib__FCB ترة كان بامكاننا نحقق اكثر من  هالتسع بس عندك ادارة تخسى تسوي هالشي 😂😂☺️ ادارة جبانة,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-1466,RT @itsal7maidi: بشهر 12 كريستيانو يلعب في كاس العالم للانديه ضد ابطال القاراتميسي في مباراه ناريه ضد عقيل بلغيث ومحمد امان 🔥🔥اختلاف ط…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-04023,انا ليه كل اما اجى افتح الكتاب احس انى خدت منوم💔💔😥😥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-04305,أعوذ بك يا الله من أن تحل الكراهية بدل المحبة، ومن أن نلاقي الوجه الذي كان يحمل لنا الود عابسًا، ومن أن نحتار من بعد الطمأنينة.,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-01268,صباح الوجوه المشرقة الباسمة 🍃 والعيون البارقة 🍁 التي لا ترى سوى كل شيء جميل 🍃 صباحكم سعادة تفيض من عبق الصباح 🌹,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-00802,اتذكرداعيه ألقت لنا محاضره عن اشياءتخوف وترهب واحنا تونا صغار متوسط وثانوي تفله بحجم السماء لك بدل مايرغبون بألجنه طوالي ترهيب #غرابيب_سود,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-1043,"""حان الان وقت صلاه المغرب لــ #واشنطن #أمريكا 4:51""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-505,"""@ch_cake يجاهدوا و يتعاطفوا مع التنظيمات (الثورية المعتدلة) زي جبهة النصرة و مجاهدي الشام و محاربي بلح الشام ... الخ""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03521,#بحزن_لما_اشوف حاجه حزينه 🙍 🙍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-00822,بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-03355,احلا فرحه فرحة النجاح الف مبروك 😎 #فرحتي_نجاحي,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-525,"""#Inlight_press |سفير أمريكا المتوقع لدى ""إسرائيل"" ينكر وجود شعب فلسطينيhttps://t.co/vQLkVSJsWS#واشنطن https://t.co/o5USs2cPDP""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-02132,الى مو مدخن \nاول شي هذي ماهي مشكلتك صح ..!\nالفلسفه وفرها في جيبك وانثبر وسكت\nوالله العضيم من زين نصيحتك مسوي فاعل خير 😠\n\n#ارتفاع_سعر_الدخان,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sent-138,"""RT @3beer_RMA: ديميتروف إلى هذا الحد 😐استطاع التغلب على:نادالجوكوفيتشمورايفافرينكالكن لم يستطع التغلب على الذي علمه السحرروووووجير…""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-01970,من قال أن الأمومة هموم هي مهنة تتكلل بالهموم لكنها سعادة لأبعد الحدود و الهم كلمه لاتوجد بقاموس الأمهات❤,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-00179,ومثل كل يوم : الحمدلله على نعمة النوم 💆 💛 #استرخاء #راحة #نسيان #نعيم #امتنان #جمال #خلصنا وصلت المعلومة 😂,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sent-411,RT @CadmusTV: الملخص للمناظرة الاولى... https://t.co/uN3dNVxRSL#المناظره_الثانيه  #كلنتون #ترامب  #هيلاري_كلينتون #دونالد_ترامب #المناظرة…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-02789,#بسمة_ثغر ابتسم فالحياه قصيره,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sent-296,انهم يكتبونني بطل اكتوبر الفريق سعد الشاذلي يكتب عن الكذب على الشعب ورضوى عاشور تكتب عن الثورة بين اليأس والأمل,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03799,ما أخاف البُعد أنا خايف عليك ،\nوين تلقى لي بهالدنيا مثيل؟,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-01747,انا غاضبة ورائحة افواه الصائمين تزيد من غضبي اكثر #قرف,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-00811,ما اشبه الليله بالبارحة حركة النقل هذا العام مثل حركة العام الماضي تعب وقهر وانكسار واحباط من ( وزراة الخيبه ) #اعاده_حركه_النقل_الظالمه2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sent-181,@abo_ashrf يقال ان ابن عمر لم ياكل احد البطيخ لانه لم يرَ كيف كان ياكله النبي ﷺ . هل يجب ان نتعلم منهم كيف ياكلون ال… https://t.co/VKnaA0grCu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03812,الف مليون مبروك الثقة الملكية أمير شاب وممارس للرياضة مثلك واثق انك راح تسوي نقلة كبيرة كلنا ثقة فيك ❤️❤️,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-03168,@merna_hassn @Haroun_95 ده ملوش علاقه بيكم انا كده كده هبهدلكم كئابه 😡😡,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-00126,ياربي لا انا بنته ولا يقرب لي وبموت من التوتر يارب صبر اهله وبشرهم برجوعه لهم وعوض صبرهم بفرح يارب #HomaidanAlTurki,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-311,عندما تضع امامك حلم وتواجه بعض العقبات للوصول الي هذا الحلم وتمضي السنوات الاربع حتي تحقق حلمك سوف تفرح وتستلم وثيق… https://t.co/vdw3zPN52B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03497,قد ماقلبي محروق وفيه من الغصات مايدميه قد مااحاول انكر هل شعور خوفي عليك لايذوقك ربي ماذوقتني #تناقض_سخرية_الحب ؛),0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-1328,"""انت وين تگدر للعراق اردوغان! ابو السكايبي ياهو الجاي ويريد يحتل العراق شكوو شعدنه😏 https://t.co/DxuD2KpNNj""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-997,"""أبطال ""#يوم_للستات"" يجتمعون في ندوة #مهرجان_القاهرة_السينمائيhttps://t.co/2bBzWL2Z9g""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-00695,أتمنى أجمد هاللحظة. مو لأنها تستاهل، لأن كل لحظة تمر تقدمني نحو ساعات من الهوان والأسى والخوف. مجدداً.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-02829,قد ايه الواحد عايز يتمرد على كل حاجه بس ساكت,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-631,لتس قو ماين دانسرز,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-727,"""كل يوم - #السيسي يجتمع اليوم مع المجلس الاعلى للاستثمار#كل_يوم | #ON_E | #عمرو_اديبhttps://t.co/vhmqGNmZdQ""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-01872,في الم كده تحس أنك بتربي من أول وجديد تبقي شبه الكتكوت المبلول يخليك تعد النجوم وتعد أي حاجة علشان تنسي .\n\n#ألم#الأسنان وخلع الضرس,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-01837,#معهد_الفتيات\nشكراً لها عندما تعبنا أمسكت بنا و قوتنا \nجزاها ربِ كل خير على ما تقدم لإسعادنا ❤️\nكتب بحب لـ #أمل_محمد_الفراج\n@amal_alfarraj,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-01115,مبروك يا اهلى يامشرفنا بالرغم ان معايا امتحان مقدرتش مشوفش الماتش #صالح #جمعة #مؤمن #زكريا #كنتم #متألقين #اهلاوية #وافتخر,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-03862,@ttaetaef حتى اللون مستفز 😠,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-1272,شعبة المعلومات في #الامن_العام في الجنوب تقوم بعملية توقيف لاحد الاشخاص المطلوبين على الاوتستراد البحري في #صيدا وتنفذ عملية دهم في المدينة,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-634,"""منعوا الاذان في المساجد فرفع الاذان في الكنائس #فلسطين <3""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03713,@Balsamoky @fleurbonoise1 للاسف الوضع اصبح مزعج 😧,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-04319,عندي عتاب ودمعتين وملامه وعندي أمل انه اذا غاب بيعود ماابغى اشوفه بس ابقرأ كلامه لاصار طيب راحتي مالها حدود,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-03699,مع اني ما بحبش الولاد البيض خالص بس احمد مالك ماله بيحلو كدة معلش؟؟ يخربيت جمال امه 🙁,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-03100,أشياء تبث السعادة ك رضا الله ورضا الوالدين إبتسامة الإخوة أناس أحبوك لله وفي الله سلامة الصدر وصفاء القلب ونقيه,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-03898,سميعة فادي إبراهيم مجرد ما بيسمعوا البرنامج بيكون عندهم طاقة سعادة و انشكاح غير طبيعية وربنا 😂 😂 💃 💃 #الليله_عند_بيومي_فؤاد,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-02678,بس أنا تعبت بقى 😟,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-04103,- ليه ساكتيّن؟.\n- تكفينّي الطمأنينة معاها🖤💤!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-03321,هذه كذبة من داعش الغرض تخويف الناس لدفعهم للفرار مع داعش للشامية من الجزيرة اميركا لن تدمر السد لان القوات القرباطية تحتاج,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-03790,الحكايه مش حكايه #زعل الحكايه حكايه قلب #اتوجع :(,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-02537,الخوف من الاسلام والتضييق عليه بات امرا لا يطاق #د_ذاكر_نائيك_ليس_إرهابيا #كلنا_ذاكر_نائيك #zakir_naik #iamzakir #Isupportzakir,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-00154,مُش أحياناً،إنما إنتِ دايماً في بؤبؤ عيني.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-02084,@mahaalbulushi2 هااااااااا هاااااا وش هذا القصف ونحن فوقت السحور م يجوز وش قصدك بهذا الكلام 😂💔😠,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-01120,#التردد #فوبيا لو الانسان مقدرش يتغلب عليه هيعيش طول حياته خايف يأخد اي قرار لنفسه,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-01605,لاتعلقني بالدنيا لا حب ولا حنيه :(,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-01729,"مفيش حاجه اسمها ""هدف""في الحياه احنا عايشين عشان ""نموت""بس بنضحك علي نفسنا #وجع",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-00842,om hassan | أم حسن\nقاطعوا المحل الغير محترم ده فى مدينة نصر  .. اعتدى على بنات بالضرب علشان منتقبات ومختمرات .. النجاسه فى ازهى صورها,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-1006,لحد هلا انا عند كلمتي يجماعة بس غبت مبارح بس عادي المهم ملتزمة,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-507,"""#لافروف :- واثقون بأن الهجوم الإرهابي على المشفى الروسي في #حلب مخطط له مسبقاً- في حال رفض الارهابيون الخروج... https://t.co/DGbg7a6k2F""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-02989,افتح خزائن ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن 😂 😂,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-01680,الوضع تعدى مرحلة الخطوره فى مصر .. لصالح مين الكلام ده ؟؟,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-00159,الثقة العمياء ف الله❤️ #من_اسباب_الارتياح,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-00988,@hssenalsa ادع لي أصير معمم واجاوبك 😃,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sent-522,"""وش صار على بوكيمون قو؟""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-00993,#نصف_السعاده عندما تمتلك روحا جميلة فإنك ترى كل شيء جميل وعندما تمتلك نفسا راضية سترضى ولو بالقليل القناعة هي اساس السعادة 💗,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-02758,كل شىء جميل حدث كأنه #حلم أما الواقع فهمو اسؤ #كابوس #tango ✋ 😣,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-00552,احس يوم من الايام بصير اسعد انسانه #تفاؤل #امنيه #حلم #جزر #خس,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sent-476,"""#الوطن| #علي_جمعة: #مصر و #الصين تربطهما صداقة عريقة وقويةhttps://t.co/F6C4gXfd6U""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-379,"""#عيد_ميلاد_فيروز#فيروز شاهدت مسرحية ميس الريم عام 1975 في بيروت قصر البيكاديللي كما شهدت حفلاً اقامته في لوس أنجلوس عام 1981""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-01012,كل الي اقدر اقوله. كرهتك وليتني ما عرفتك. \n#ندم,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-02130,هناك بخل لا يدخل في خانة المال أبدا فهناك بخيل الأخلاق وبخيل الإبتسامة وبخيل الصدق والأمانة ❗ وأبشعهم وأقبحهم بخيل لا يتمنى الخير لأحد 👿,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sent-890,"""RT @RM4Arab: ماركا | ريال مدريد سيُجري أمسية اليوم حصة تدريبية ( 18:00 توقيت مكة ) و ستعرف عودة 10 من أصل 15 لاعب تم إستدعائهم للمنتخبات. h…""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sent-127,"""@UNRadioArabic القصف الوحشي و ابادة أهالي #حلب #سوريا #Aleppo #HolocaustAleppo #Syria https://t.co/3E5sVFZfbO""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-03199,💔 💔 يارب اجمعهم في جنات النعيم بلا حزن ولا فراق,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-01709,ثلاث نقاط مهمة بالنسبة لأي شخص .. \n-طلع يلي في قلبك مع شريك حياتك \n-استمتع بحنان أهلك\n-إصنع الإبتسامة لأصدقائك☺\n#أنس 💙,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-01428,"حَسبي أنك ربّي ولا يخفى عليك مافي قلبيّ, فاللهُم طمأنينة منك و غِنىً بك.",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-Ar-03631,@jaberalharmi اجل ليه زعلانين وتطالبون بوقف قطع العلاقة الي تسمونها حصار؟,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-364,"""لاعبي الاسبوع : من الشرق لاعب شيكاغو بولز جيمي باتلركن الغرب لاعب نيو أورلينز بيليكانز انتوني ديفيس https://t.co/rKoduJy8Pl""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-02056,يا اخي الواحد يكون قاعد في أمان الله كده ، ف تنزل عليه الكآبة من حيث لا يدري 😂😂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-Ar-02365,@I_9mile شف المحنة الي بتجي تحت هالمقطع👎👎,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-01389,وش ترجون من دولة قائمه في الاساس على الانقلابات  #قطرائيل_والخيانة,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-Ar-03000,اللهم اسعد امي و ابي بسعادهه لا نهايه لهاا💙,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sent-1103,"""@malak_alhusaini جوالي ايفون ٤والله امنيتي اغيره بتكسبين فيني اجر💔""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-01094,عندما يغزو بيتنا الجديد ضحكتك وصوتك ويحتل كل شبرٍ فيه .. عندها فقط سنقيم الاحتفالات بالأعياد، عندما فقط تقتلين ذاك الشّبح ، عندما تؤمنين بك.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-Ar-02913,@Magdy5550 @Meeedaaany @Emansheeshaa ما خلاص بقا يا ميداني انا قاعد من يومها تعبان اساسا 😂😂😂😢😢😢😢,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sent-1368,"""RT @Shensawee: مصادري اكلتها الصخول والله عاد كيفي مو عاجبك في مكتبات في كتب في جوجل محرك بحث مخك نص ربية ندور بدالك مثلا""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-Ar-01732,ودي أتنفس بعممق كتمه غصه إختناق شي يعور #قلق,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-Ar-03411,ايه رايكم فى الحيوانات اللي غضبوا على هزيمة مصر من تونس وما تحرك لهم جفن على بيع الجزيرتين والخيانات اللي بتم فى العلن والخفاء,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sent-607,"""RT @heshamegy1: تطبيق Duo سيحتل مكان Hangouts في حزمة تطبيقات #جوجل""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
